Algé2,Tecw,,,,,,
His-s,Aly2,Info2,CF,StatD,STRM,Tecw,
His-s,Aly2,Info2,CF,StatD,STRM,,
His-s,Aly2,Info2,CF,StatD,Tecw,,
His-s,Aly2,Info2,CF,StatD,,,
His-s,Aly2,Info2,CF,STRM,Tecw,,
His-s,Aly2,Info2,CF,STRM,,,
His-s,Aly2,Info2,CF,Tecw,,,
His-s,Aly2,Info2,CF,,,,
His-s,Aly2,Info2,StatD,STRM,Tecw,,
His-s,Aly2,Info2,StatD,STRM,,,
His-s,Aly2,Info2,StatD,Tecw,,,
His-s,Aly2,Info2,StatD,,,,
His-s,Aly2,Info2,STRM,Tecw,,,
His-s,Aly2,Info2,STRM,,,,
His-s,Aly2,Info2,Tecw,,,,
His-s,Aly2,Info2,,,,,
His-s,Aly2,CF,StatD,STRM,Tecw,,
His-s,Aly2,CF,StatD,STRM,,,
His-s,Aly2,CF,StatD,Tecw,,,
His-s,Aly2,CF,StatD,,,,
His-s,Aly2,CF,STRM,Tecw,,,
His-s,Aly2,CF,STRM,,,,
His-s,Aly2,CF,Tecw,,,,
His-s,Aly2,CF,,,,,
His-s,Aly2,StatD,STRM,Tecw,,,
His-s,Aly2,StatD,STRM,,,,
His-s,Aly2,StatD,Tecw,,,,
His-s,Aly2,StatD,,,,,
His-s,Aly2,STRM,Tecw,,,,
His-s,Aly2,STRM,,,,,
His-s,Aly2,Tecw,,,,,
His-s,Aly2,,,,,,
His-s,Info2,CF,StatD,STRM,Tecw,,
His-s,Info2,CF,StatD,STRM,,,
His-s,Info2,CF,StatD,Tecw,,,
His-s,Info2,CF,StatD,,,,
His-s,Info2,CF,STRM,Tecw,,,
His-s,Info2,CF,STRM,,,,
His-s,Info2,CF,Tecw,,,,
His-s,Info2,CF,,,,,
His-s,Info2,StatD,STRM,Tecw,,,
His-s,Info2,StatD,STRM,,,,
His-s,Info2,StatD,Tecw,,,,
His-s,Info2,StatD,,,,,
His-s,Info2,STRM,Tecw,,,,
His-s,Info2,STRM,,,,,
His-s,Info2,Tecw,,,,,
His-s,Info2,,,,,,
His-s,CF,StatD,STRM,Tecw,,,
His-s,CF,StatD,STRM,,,,
His-s,CF,StatD,Tecw,,,,
His-s,CF,StatD,,,,,
His-s,CF,STRM,Tecw,,,,
His-s,CF,STRM,,,,,
His-s,CF,Tecw,,,,,
His-s,CF,,,,,,
His-s,STRM,StatD,Tecw,,,,
His-s,STRM,StatD,,,,,
His-s,STRM,Tecw,,,,,
His-s,STRM,,,,,,
His-s,StatD,Tecw,,,,,
His-s,StatD,,,,,,
His-s,Tecw,,,,,,
Aly2,Info2,CF,StatD,STRM,Tecw,,
Aly2,Info2,CF,StatD,STRM,,,
Aly2,Info2,CF,StatD,Tecw,,,
Aly2,Info2,CF,StatD,,,,
Aly2,Info2,CF,STRM,Tecw,,,
Aly2,Info2,CF,STRM,,,,
Aly2,Info2,CF,Tecw,,,,
Aly2,Info2,CF,,,,,
Aly2,Info2,StatD,STRM,Tecw,,,
Aly2,Info2,StatD,STRM,,,,
Aly2,Info2,StatD,Tecw,,,,
Aly2,Info2,StatD,,,,,
Aly2,Info2,STRM,Tecw,,,,
Aly2,Info2,STRM,,,,,
Aly2,Info2,Tecw,,,,,
Aly2,Info2,,,,,,
Aly2,CF,StatD,STRM,Tecw,,,
Aly2,CF,StatD,STRM,,,,
Aly2,CF,StatD,Tecw,,,,
Aly2,CF,StatD,,,,,
Aly2,CF,STRM,Tecw,,,,
Aly2,CF,STRM,,,,,
Aly2,CF,Tecw,,,,,
Aly2,CF,,,,,,
Aly2,STRM,StatD,Tecw,,,,
Aly2,STRM,StatD,,,,,
Aly2,STRM,Tecw,,,,,
Aly2,STRM,,,,,,
Aly2,StatD,Tecw,,,,,
Aly2,StatD,,,,,,
Aly2,Tecw,,,,,,
Info2,CF,StatD,STRM,Tecw,,,
Info2,CF,StatD,STRM,,,,
Info2,CF,StatD,Tecw,,,,
Info2,CF,StatD,,,,,
Info2,CF,STRM,Tecw,,,,
Info2,CF,STRM,,,,,
Info2,CF,Tecw,,,,,
Info2,CF,,,,,,
Info2,StatD,STRM,Tecw,,,,
Info2,StatD,STRM,,,,,
Info2,StatD,Tecw,,,,,
Info2,StatD,,,,,,
Info2,STRM,Tecw,,,,,
Info2,STRM,,,,,,
Info2,Tecw,,,,,,
CF,StatD,STRM,Tecw,,,,
CF,StatD,STRM,,,,,
CF,StatD,Tecw,,,,,
CF,StatD,,,,,,
CF,STRM,Tecw,,,,,
CF,STRM,,,,,,
CF,Tecw,,,,,,
STRM,StatD,Tecw,,,,,
STRM,StatD,,,,,,
STRM,Tecw,,,,,,
StatD,Tecw,,,,,,
